filename,ground_truth,prediction,ita_value
000258.png,0,0,24.26687067091059
000259.png,0,0,20.6216689393557
000260.png,0,0,27.84897934976304
000261.png,1,1,14.879090493405453
000262.png,1,0,12.14096980004274
000263.png,1,0,22.142059102140117
000264.png,0,1,12.269785961475069
000265.png,0,0,24.5968536557906
000266.png,0,0,22.567371656282283
000267.png,0,1,17.19880582946055
000268.png,0,0,21.381469216062666
000269.png,0,0,33.18987347473106
000270.png,0,0,20.505965046750607
000271.png,0,0,13.988537429147845
000272.png,0,0,18.006638576809085
000273.png,0,1,21.78521593989958
000274.png,0,0,23.050451397909615
000275.png,0,1,31.59300534600967
000276.png,0,1,27.85954677931435
000277.png,0,1,21.997448688333403
000278.png,0,0,17.0930621995265
000279.png,0,1,23.891011026559376
000280.png,0,0,22.37670945536052
000281.png,0,1,22.359719730211783
000282.png,0,1,18.392474902382936
000283.png,0,0,21.668720075840405
000284.png,0,0,16.032376558155107
000285.png,0,0,28.023869927797744
000286.png,0,0,22.468399245688623
000287.png,0,0,23.833907587603665
000288.png,0,0,11.635631789061238
000289.png,1,0,13.43528952592947
000290.png,1,1,21.385028985883704
000291.png,1,1,21.332465785068194
000292.png,1,1,23.24138183706257
000293.png,1,0,12.959489233698086
000294.png,1,0,23.747060314878787
000295.png,1,1,14.90163378497649
000296.png,1,0,15.607615816594196
000297.png,1,0,22.2558610478943
000298.png,1,0,24.752821403234556
000299.png,1,1,1.0247481736745174
000300.png,1,0,26.55576793922125
000301.png,1,0,28.103050609219196
000302.png,1,1,23.758636674126812
000303.png,0,0,15.746156913931586
000304.png,0,0,22.125358686461023
000305.png,0,0,25.10630912317199
000306.png,0,0,28.36916564824498
000307.png,0,0,23.24456145578385
000308.png,0,0,30.53097030350994
000309.png,0,0,18.92438355550537
000310.png,0,0,24.483059536403786
000311.png,0,0,23.041213001487925
000312.png,0,1,20.228769396006754
000313.png,0,1,16.883181034659486
000314.png,0,0,20.92364177957602
000315.png,0,0,25.012585340978237
000316.png,0,0,6.793589199397909
000317.png,0,0,21.183956628422752
000318.png,0,1,15.58971658194574
000319.png,0,1,20.573872836900016
000320.png,0,1,27.781505919230554
000321.png,0,0,21.617424159424594
000322.png,0,0,18.20022114396332
000323.png,0,0,17.98984349782895
000324.png,0,0,16.385780800930426
000325.png,0,0,21.605572475165207
000326.png,0,0,25.26470489337819
000327.png,0,0,22.200474029522614
000328.png,0,1,20.08544830108299
000329.png,0,0,14.905142113430106
000330.png,0,0,22.90205887093768
000331.png,0,1,13.889103918584583
000332.png,0,1,22.440518863212418
000333.png,0,1,20.907603151633896
000334.png,0,1,20.453474975294107
000335.png,0,0,22.78982496601266
000336.png,0,1,18.503647489678695
000337.png,0,0,34.30393183452232
000338.png,0,1,34.57136246362986
000339.png,0,1,22.783386556799243
000340.png,0,1,23.656942192234432
000341.png,0,1,17.68275826269726
000342.png,0,1,15.25158364500576
000343.png,0,0,17.55309624611233
000344.png,0,0,15.964471911912499
000345.png,0,1,20.959084064789725
000346.png,0,0,27.638749087295057
000347.png,0,0,28.656503717965215
000348.png,0,0,30.76246166656555
000349.png,0,0,18.26314721495606
000350.png,0,1,19.065362474007433
000351.png,0,1,14.810422657689372
000352.png,0,0,28.003935035041057
000353.png,0,1,14.515504408884539
000354.png,0,1,26.451343496605837
000355.png,0,1,22.52496244070021
000356.png,0,0,30.295062781777403
000357.png,0,1,19.41973825255134
000358.png,0,0,22.9648678113863
000359.png,1,1,9.004607184240674
000360.png,0,1,17.739931255006972
000361.png,0,0,20.876498303046663
000362.png,0,1,17.581636665300124
000363.png,0,1,14.437357912278738
000364.png,1,1,16.91067226320829
000365.png,0,0,31.89093652875193
000366.png,0,1,24.026510418860425
000367.png,1,1,14.517244903728223
000368.png,1,0,27.284236699686417
000369.png,1,0,19.284986146955255
000370.png,0,0,8.082064967838402
000371.png,0,0,26.725382129668805
000372.png,0,0,19.96080886782549
000373.png,0,0,25.24217440139464
000374.png,0,1,15.841926243242796
000375.png,0,0,12.655169759024469
000376.png,0,0,32.96927201071017
000377.png,0,1,24.239515895142805
000378.png,0,1,12.906126373330338
000379.png,0,0,22.9731457497439
000380.png,0,1,18.928297080114206
000381.png,0,0,23.287253249472453
000382.png,0,0,21.858210260334936
000383.png,0,0,27.201048881293712
000384.png,0,0,21.19439530446752
000385.png,0,0,30.586194401404306
000386.png,1,0,28.733144640662847
000387.png,1,0,19.669645078974717
000388.png,1,1,22.019114644596506
000389.png,0,1,23.2089751781987
000390.png,0,1,12.72731064758851
000391.png,0,1,18.710388115395215
000392.png,0,1,20.23024935394554
000393.png,0,0,11.904517218512476
000394.png,0,1,-85.87234610193764
000395.png,0,0,31.671089091954656
000396.png,0,1,11.962011186993687
000397.png,1,0,13.541357672522896
000398.png,0,0,30.86481936657079
000399.png,0,0,24.26355816596607
000400.png,0,1,22.55578319044147
000401.png,0,0,15.524036184494612
000402.png,0,0,17.621374668254873
000403.png,0,1,14.229401237252633
000404.png,0,1,15.614651436034642
000405.png,1,1,25.52285812014777
000406.png,1,1,22.982456016398675
000407.png,1,0,12.962292982538871
000408.png,1,0,26.859172339050204
000409.png,1,1,13.008175953263825
000410.png,1,1,22.59706938802644
000411.png,0,0,18.980472385588147
000412.png,0,1,29.149395275392504
000413.png,0,1,14.71668115558182
000414.png,0,1,26.05077204206993
000415.png,0,1,26.2350162711247
000416.png,0,0,29.905493196443924
000417.png,0,1,14.866267495314727
000418.png,0,0,21.37299094148384
000419.png,0,1,17.364486099942454
000420.png,0,1,19.714858691085844
000421.png,0,0,30.825970732464132
000422.png,0,0,23.382873789739087
000423.png,0,1,21.71067761292377
000424.png,0,1,25.707653817845923
000425.png,0,1,23.240497190549405
000426.png,0,1,27.6587563242014
000427.png,0,1,19.275993172594497
000428.png,0,1,10.582230210994211
000429.png,0,0,29.462707906788157
000430.png,0,1,17.358060045502775
000431.png,0,1,10.708967446126342
000432.png,0,1,20.135482534273738
000433.png,0,0,20.330387570322657
000434.png,0,1,20.66658964650739
000435.png,0,0,23.257069399907827
000436.png,0,0,25.65194703076969
000437.png,0,0,23.3979271304356
000438.png,0,0,11.596199121555802
000439.png,0,1,32.52912137321442
000440.png,1,0,25.606662181180948
000441.png,0,0,18.904406895115397
000442.png,0,0,18.935233643099806
000443.png,1,1,4.54355655225612
000444.png,0,1,24.30183975576248
000445.png,0,1,21.80030239525423
000446.png,0,0,15.279476529266285
000447.png,0,1,9.957825166593052
000448.png,0,0,17.885105592180356
000449.png,0,1,20.78271088122265
000450.png,0,0,27.68640806934024
000451.png,1,0,28.929596921740814
000452.png,0,1,26.861716894211682
000453.png,0,1,18.51653631222786
000454.png,0,0,34.44818651524701
000455.png,0,0,31.288110078692032
000456.png,0,0,12.74699109677055
000457.png,0,1,25.233251313910692
000458.png,0,0,10.937630339391808
000459.png,0,1,21.4461004895912
000460.png,0,0,20.684306812006817
000461.png,0,0,22.550420833900805
000462.png,0,1,0.38905964675159777
000463.png,0,0,32.91260654863302
000464.png,0,0,17.122105470476345
000465.png,0,1,15.351179579011793
000466.png,0,1,21.41960308044797
000467.png,0,0,20.537654537500494
000468.png,0,1,10.389725584283896
000469.png,0,0,14.257345989971242
000470.png,0,1,23.5426921691214
000471.png,0,1,21.955677962729762
000472.png,0,1,21.53122046308868
000473.png,0,0,19.6823312898138
000474.png,1,0,28.834657455045647
000475.png,0,0,15.685114902700553
000476.png,0,1,12.451042533968259
000477.png,1,1,11.566888332685432
000478.png,1,1,9.018431312605182
000479.png,0,1,12.392525364093975
000480.png,0,1,21.518304045965355
000481.png,1,1,16.458647496148373
000482.png,0,0,18.533823285571977
000483.png,1,1,9.177957388947847
000484.png,1,1,11.737799159666354
000485.png,1,1,20.672580705732358
000486.png,0,0,24.243123538679946
000487.png,1,1,21.205799050728878
000488.png,1,0,21.131804715170787
000489.png,0,1,20.368584388313785
000490.png,0,0,20.12703077144977
000491.png,0,1,6.271788988439606
000492.png,0,1,24.357424041389663
000493.png,1,0,24.797150738906264
000494.png,1,0,21.07451309504897
000495.png,0,0,9.755056190311409
000496.png,0,1,23.391478680039153
000497.png,0,0,17.84934050265118
000498.png,0,1,24.99782375699435
000499.png,0,0,25.599871835547503
000500.png,1,0,22.63839258513436
000501.png,1,0,7.5949596338114045
000502.png,0,1,22.977873565686455
000503.png,0,1,20.733148357187936
000504.png,0,0,14.636700496420405
000505.png,0,1,20.531804476109393
000506.png,0,0,30.379720799824693
000507.png,0,1,25.78011044745949
000508.png,0,1,9.795592334275177
000509.png,0,1,14.544011466886891
000510.png,0,0,23.30548256655671
000511.png,1,1,19.290223759902975
000512.png,1,1,18.80112879813013
000513.png,0,1,18.56485917327589
000514.png,0,0,25.395632901980125
000515.png,0,1,30.12304061596732
000516.png,0,1,17.60203441198657
000517.png,0,1,20.93115102237823
000518.png,0,1,18.24636778343808
000519.png,1,0,26.629722673536747
000520.png,1,1,15.717724527166098
000521.png,1,1,22.677522200890234
000522.png,1,0,31.381484850531763
000523.png,0,1,19.046816058164453
000524.png,0,0,16.094261208440116
000525.png,0,0,8.717375954447158
000526.png,0,1,21.305783617828773
000527.png,0,0,26.63285869811908
000528.png,0,1,24.450179727598154
000529.png,0,1,27.19771640579716
000530.png,0,1,3.0929778876172156
000531.png,0,0,23.330957772899822
000532.png,1,0,18.799236731236334
000533.png,1,0,17.371797755494324
000534.png,0,1,20.695950030085545
000535.png,1,1,13.002845497852817
000536.png,0,1,25.647990434182134
000537.png,1,0,4.879311738354563
000538.png,0,1,16.46124841169441
000539.png,0,0,28.304085608731686
000540.png,0,1,14.754189500972423
000541.png,1,1,17.500397799173623
000542.png,0,1,25.991559517696505
000543.png,1,1,25.174668164961997
000544.png,0,0,24.000856715193773
000545.png,0,1,24.10558708480209
000546.png,1,0,22.18799975332977
000547.png,1,0,23.042091190659523
000548.png,0,0,25.785943257838248
000549.png,0,1,16.868185797829085
000550.png,0,0,23.87176413495562
000551.png,1,0,16.310958859059422
000552.png,1,0,30.57382738520522
000553.png,0,0,15.980521308084239
000554.png,1,0,14.257706646985406
000555.png,1,0,20.815594680707537
000556.png,0,0,9.682586146004411
000557.png,1,1,27.614858060593853
000558.png,1,1,16.012726906306845
000559.png,1,0,17.488124919036046
000560.png,1,0,21.038039565414053
000561.png,0,0,25.057607623126536
000562.png,1,1,18.575091255290825
000563.png,0,1,22.098791116944973
000564.png,1,0,20.940898717604263
000565.png,1,1,8.3815649557459
000566.png,1,1,16.320459756550434
000567.png,1,1,12.521335791249808
000568.png,0,1,14.899126989882472
000569.png,0,0,28.1253723549013
000570.png,1,0,25.4175404173595
000571.png,0,1,-3.913754555052739
000572.png,0,0,27.561985918614276
000573.png,0,1,6.504625729687598
000574.png,1,1,19.193363637483685
000575.png,1,1,17.688425823092565
000576.png,0,0,23.09279379401431
000577.png,0,1,24.111809653808223
000578.png,0,1,19.298438101575105
000579.png,1,1,12.152458416555763
000580.png,0,1,19.60794234294215
000581.png,1,0,20.485735845585637
000582.png,1,1,-6.357305047472633
000583.png,1,1,18.2298420926511
000584.png,1,1,18.881318416546016
000585.png,1,1,18.079569391316674
000586.png,0,1,9.418206942470263
000587.png,1,1,14.613201265233542
000588.png,1,1,22.457806558355287
000589.png,1,1,14.37554124675334
000590.png,1,0,24.053585805704227
000591.png,1,1,9.182286279039706
000592.png,1,1,16.542350092088665
000593.png,1,0,17.022141984797535
000594.png,1,1,24.319349383422335
000595.png,0,0,36.02469600502714
000596.png,1,0,17.312523695378395
000597.png,0,1,23.701561589222138
000598.png,1,0,21.946005776635523
000599.png,0,1,24.621651235988374
000600.png,1,1,18.26171169353659
000601.png,0,1,12.181690164332428
000602.png,0,0,21.4518969471118
000603.png,0,0,18.16265408773472
000604.png,0,1,19.469732459608533
000605.png,0,1,15.677923369844162
000606.png,0,1,21.531259369263932
000607.png,0,0,18.53082249063558
000608.png,0,1,17.213274268482568
000609.png,1,1,16.71631468215696
000610.png,1,0,27.181707444141228
000611.png,0,1,13.817785527393571
000612.png,0,1,19.38203314172901
000613.png,0,1,21.606229107249646
000614.png,0,1,18.839239621511418
000615.png,0,1,13.350934362032277
000616.png,1,1,10.577278116512476
000617.png,0,0,17.390280325717942
000618.png,0,1,29.938482902135476
000619.png,0,0,27.3693407016565
000620.png,0,0,27.01507953965394
000621.png,0,1,36.29782510547598
000622.png,0,1,9.162675196160887
000623.png,0,1,17.841290403522926
000624.png,0,1,19.83634807689251
000625.png,0,1,17.196723556623375
000626.png,0,1,20.47309413191118
000627.png,0,1,7.962763066657357
000628.png,0,1,21.569795679953877
000629.png,0,0,21.647023450947046
000630.png,1,1,19.176554417985848
000631.png,0,1,23.68077778803796
000632.png,0,1,25.476533046378663
000633.png,1,0,22.715465163947144
000634.png,0,0,23.7624560884287
000635.png,1,0,29.108507873245973
000636.png,0,1,17.65619439580883
000637.png,1,1,16.417888779033085
000638.png,0,1,31.57856519813574
000639.png,0,1,24.735936964702407
000640.png,0,1,10.487622874253212
000641.png,0,0,-2.557292854223947
000642.png,0,1,16.961612280308923
000643.png,0,1,16.13624211878594
000644.png,1,1,12.121689400840959
000645.png,0,1,26.393891287537393
000646.png,0,1,6.852706270623624
000647.png,0,1,9.506473982399676
000648.png,1,1,26.29140554965168
000649.png,0,0,24.6408825740647
000650.png,0,0,21.942493596857474
000651.png,0,0,27.676772354265704
000652.png,0,0,4.166710888755249
000653.png,0,1,23.596814105462354
000654.png,0,1,19.66369468617582
000655.png,1,1,13.00175266259858
000656.png,1,1,30.82617640877193
